location,total_sqft,bath,balcony,price,bhk
Kanakpura Road,1135.0,2.0,1.0,39.73,2.0
Whitefield,1768.0,3.0,2.0,101.0,3.0
Byatarayanapura,1325.0,2.0,1.0,90.0,3.0
Electronic City,1599.0,3.0,2.0,99.0,3.0
Whitefield,1500.0,3.0,1.0,61.95,3.0
2nd Phase JP Nagar,2610.0,3.0,0.0,499.0,3.0
Uttarahalli,1286.0,2.0,2.0,63.0,2.0
Kammanahalli,2845.0,5.0,1.0,140.0,5.0
K G Colony,1600.0,2.0,0.0,50.0,3.0
Hennur Road,1317.5,2.0,0.0,63.77,2.0
Hebbal,3450.0,5.0,2.0,260.0,3.0
Munnekollal,1102.0,2.0,2.0,53.67,2.0
Yelahanka,1350.0,2.0,2.0,54.0,2.0
Banashankari,1200.0,2.0,2.0,42.0,3.0
Herohalli,1800.0,1.0,1.0,80.0,2.0
Chikkabanavar,950.0,2.0,1.0,40.0,2.0
Kanakpura Road,525.0,1.0,1.0,27.25,1.0
Attibele,656.0,2.0,1.0,25.0,2.0
3rd Block Hrbr Layout,1056.0,2.0,1.0,80.0,2.0
Bannerghatta Road,595.0,1.0,1.0,33.32,1.0
Ittamadu,1080.0,2.0,2.0,50.0,2.0
7th Phase JP Nagar,2225.0,3.0,1.0,160.0,3.0
Electronics City Phase 1,1490.0,3.0,1.0,84.0,3.0
HRBR Layout,2000.0,4.0,1.0,300.0,4.0
Sarjapur  Road,1550.0,3.0,3.0,100.0,3.0
Ashwini layout,1160.0,2.0,1.0,55.0,2.0
Sarjapur  Road,2100.0,3.0,2.0,125.0,3.0
Vittasandra,1404.0,2.0,1.0,69.3,2.0
Sarjapur  Road,2230.0,4.0,3.0,225.0,4.0
Marathalli bridge,1544.0,3.0,0.0,120.0,3.0
Banashankari Stage III,1305.0,2.0,1.0,58.7,3.0
Marathahalli,1230.0,2.0,2.0,80.0,2.0
T.C PALYA,1200.0,2.0,0.0,65.0,2.0
Harlur,1460.0,3.0,1.0,73.0,3.0
Gottigere,967.0,2.0,3.0,45.0,2.0
Byatarayanapura,540.0,1.0,1.0,36.0,1.0
Hormavu,715.0,1.0,2.0,46.0,1.0
Whitefield,2500.0,3.0,2.0,313.0,3.0
Dooravani Nagar,1578.0,3.0,1.0,180.0,3.0
Mysore Road,1020.0,2.0,1.0,48.95,2.0
Jigani,1020.0,2.0,1.0,40.0,2.0
Koramangala,1253.0,2.0,1.0,102.0,2.0
JCR Layout,1180.0,2.0,2.0,42.0,2.0
Nehru Nagar,961.0,2.0,2.0,38.0,2.0
Kanakapura,1419.0,3.0,3.0,75.0,3.0
Harlur,1709.0,3.0,2.0,150.0,3.0
Papareddipalya,1600.0,2.0,0.0,115.0,2.0
Venkatapura,416.0,1.0,1.0,18.5,1.0
Sanjay nagar,1100.0,2.0,2.0,98.0,2.0
HSR Layout,1430.0,2.0,1.0,65.0,3.0
Sneha Colony,1260.0,2.0,2.0,45.0,2.0
RMV Extension,1630.0,3.0,2.0,85.0,3.0
Sarjapur  Road,1249.0,3.0,2.0,44.71,3.0
Kalena Agrahara,1450.0,2.0,3.0,85.0,3.0
Konanakunte,2791.0,3.0,1.0,223.0,3.0
Hosapalya,600.0,1.0,0.0,90.0,1.0
Ashwini layout,834.0,1.0,1.0,60.0,1.0
Arekere,2060.0,3.0,2.0,140.0,3.0
Gottigere,891.0,2.0,1.0,25.0,2.0
Raja Rajeshwari Nagar,1133.0,2.0,1.0,49.07,2.0
Bisuvanahalli,1075.0,2.0,1.0,37.0,3.0
Sector 6 HSR Layout,3000.0,5.0,2.0,260.0,4.0
Brookefield,2440.0,5.0,2.0,425.0,4.0
Vidyaranyapura,1200.0,2.0,2.0,55.0,2.0
Thanisandra,1075.0,2.0,2.0,45.8,2.0
Kaggadasapura,1140.0,2.0,2.0,40.0,2.0
ITI Layout,2160.0,5.0,1.0,250.0,6.0
Raja Rajeshwari Nagar,1090.0,2.0,1.0,42.0,2.0
Whitefield,1790.0,3.0,0.0,100.0,3.0
Hebbal,1920.0,3.0,2.0,134.0,3.0
HRBR Layout,1374.0,2.0,2.0,95.0,2.0
Bannerghatta Road,1445.0,3.0,2.0,95.0,3.0
Kanakapura,711.0,1.0,1.0,36.0,1.0
Tumkur Road,1500.0,3.0,3.0,95.0,3.0
Whitefield,1720.0,3.0,3.0,100.0,3.0
Vasanthapura,1400.0,3.0,2.0,60.0,3.0
Kundalahalli,1030.0,2.0,2.0,49.0,2.0
Mysore Road,1200.0,2.0,1.0,85.0,2.0
Hosahalli,1375.0,3.0,2.0,70.0,3.0
Hegde Nagar,1050.0,1.0,0.0,56.0,2.0
Jalahalli,2250.0,3.0,2.0,160.0,3.0
Bellandur,1000.0,2.0,2.0,50.0,2.0
Jalahalli West,469.0,1.0,0.0,25.0,1.0
Marathahalli,3800.0,4.0,3.0,250.0,4.0
Kambipura,883.0,2.0,1.0,29.0,2.0
GM Palaya,1820.0,2.0,3.0,86.0,3.0
Singasandra,1440.0,2.0,3.0,65.0,3.0
near Ramanashree California resort,3600.0,4.0,1.0,160.0,6.0
Malleshwaram,2500.0,5.0,2.0,325.0,4.0
Mahadevpura,1225.0,2.0,2.0,48.0,2.0
Chikkalasandra,875.0,2.0,3.0,52.8,2.0
Jalahalli East,750.0,1.0,2.0,40.0,1.0
6th Phase JP Nagar,1180.0,2.0,3.0,80.0,2.0
Haralur Road,1194.0,2.0,2.0,47.0,2.0
Hennur Road,1500.0,2.0,2.0,62.0,3.0
Poornapragna Housing Society Layout,1160.0,2.0,2.0,52.2,2.0
Hosakerehalli,2378.0,3.0,1.0,262.0,3.0
Sarjapur,1128.0,2.0,1.0,60.0,2.0
Hebbal,1500.0,3.0,1.0,150.0,3.0
Huskur,1220.0,2.0,1.0,35.23,3.0
Sarjapur  Road,1210.0,2.0,2.0,58.0,2.0
Kanakpura Road,1100.0,2.0,1.0,58.0,3.0
Bommasandra,1200.0,3.0,2.0,46.0,3.0
Haralur Road,3385.0,5.0,0.0,260.0,4.0
Nagondanahalli,1641.0,3.0,2.0,66.0,3.0
Horamavu Agara,1200.0,2.0,1.0,45.0,2.0
Raja Rajeshwari Nagar,1260.0,2.0,1.0,67.39,2.0
Mahadevpura,1720.0,3.0,3.0,78.0,3.0
Yelahanka,1132.5,2.0,0.0,48.13,2.0
Yelahanka,1210.0,2.0,1.0,45.98,2.0
Indira Nagar,2200.0,4.0,2.0,200.0,4.0
Bisuvanahalli,1075.0,2.0,1.0,45.0,3.0
Thanisandra,1702.0,3.0,2.0,130.0,3.0
Shanthala Nagar,1630.0,2.0,2.0,200.0,2.0
Raja Rajeshwari Nagar,1141.0,2.0,2.0,38.55,2.0
Shantiniketan Layout,2072.0,3.0,2.0,108.0,3.0
Herohalli,1200.0,2.0,0.0,70.0,3.0
Teachers Colony,1350.0,3.0,0.0,77.0,3.0
Srinivasa Nagar,1180.0,2.0,2.0,78.34,3.0
Langford Town,1355.0,2.0,2.0,115.0,2.0
Sulthangunta,600.0,1.0,0.0,50.0,1.0
Bannerghatta Road,1640.0,2.0,1.0,120.0,3.0
Kodichikkanahalli,1190.0,2.0,2.0,57.0,3.0
OMBR Layout,2400.0,4.0,2.0,375.0,4.0
Marathahalli,1019.0,2.0,2.0,49.85,2.0
Ambedkar Colony,1875.0,3.0,2.0,165.0,3.0
Akshaya Nagar,1250.0,3.0,2.0,40.0,3.0
Brookefield,1200.0,3.0,2.0,140.0,3.0
Whitefield,1140.0,2.0,1.0,56.0,2.0
Lingadheeranahalli,1683.0,3.0,1.0,109.0,3.0
Kaggadasapura,1515.0,3.0,0.0,83.3,3.0
Hoodi,2118.0,4.0,2.0,111.0,4.0
Bannerghatta Road,1380.0,3.0,0.0,58.0,4.0
Varthur Road,1083.0,2.0,2.0,61.75,2.0
Anjappa Layout,600.0,2.0,1.0,55.0,2.0
Avalahalli,2300.0,3.0,3.0,120.0,3.0
Prakruthi Nagar,1240.0,2.0,2.0,60.0,2.0
Surabhi Layout,1750.0,3.0,1.0,120.0,3.0
Sadaramangala,1230.0,2.0,0.0,43.48,2.0
Anjanapura,1500.0,3.0,1.0,139.0,3.0
Abbigere,985.0,2.0,1.0,40.39,2.0
Tindlu,1500.0,2.0,1.0,87.0,3.0
Electronic City,1125.0,2.0,1.0,32.49,2.0
Maruthi Sevanagar,950.0,2.0,1.0,44.0,2.0
Kothanur,1580.0,3.0,3.0,76.0,3.0
B Narayanapura,1092.0,2.0,1.0,98.5,3.0
Electronic City Phase II,1090.0,2.0,1.0,28.34,2.0
Hennur Road,2264.0,3.0,1.0,159.0,3.0
Kammasandra,810.0,2.0,2.0,24.5,2.0
Green Garden Layout,1045.0,2.0,0.0,45.0,2.0
Hebbal,1337.0,2.0,1.0,82.0,2.0
Chandapura,1200.0,2.0,2.0,32.0,2.0
Koramangala,1580.0,3.0,2.0,160.0,3.0
Begur Road,1500.0,2.0,3.0,54.0,3.0
Silver Springs Layout,1570.0,3.0,2.0,62.0,3.0
Gubbalala,1470.0,2.0,2.0,82.0,3.0
Kengeri,1160.0,2.0,2.0,40.61,2.0
7th Phase JP Nagar,1050.0,2.0,1.0,71.0,2.0
Dairy Circle,1855.0,3.0,1.0,225.0,3.0
Bannerghatta Road,1460.0,2.0,1.0,90.0,3.0
Hulimavu,1823.0,3.0,2.0,100.0,3.0
Electronic City,1094.0,2.0,2.0,42.0,2.0
Budigere,1153.0,2.0,2.0,57.0,2.0
Hoysalanagar,1325.0,3.0,1.0,57.0,3.0
Parappana Agrahara,1200.0,3.0,2.0,85.0,4.0
Jakkur,1590.0,2.0,2.0,125.0,3.0
Narayana Nagar 1st Block,1202.0,2.0,1.0,48.0,2.0
Haralur Road,1202.0,2.0,1.0,53.0,2.0
KSRTC Layout,1200.0,2.0,3.0,62.5,2.0
Panathur,1688.0,3.0,1.0,118.0,3.0
Kaval Byrasandra,1020.0,2.0,1.0,52.0,2.0
Sarjapur,1185.0,2.0,2.0,47.0,2.0
Ramagondanahalli,1235.0,2.0,1.0,52.04,2.0
Hosakerehalli,3205.0,5.0,1.0,500.0,4.0
Banashankari,1077.0,2.0,2.0,37.64,2.0
Kengeri Satellite Town,1415.0,2.0,3.0,66.0,3.0
EPIP Zone,2330.0,3.0,2.0,162.0,3.0
Whitefield,805.0,2.0,2.0,35.0,2.0
P&T Colony,425.0,1.0,0.0,20.03,1.0
Whitefield,1155.0,2.0,3.0,59.95,2.0
Anekal,656.0,2.0,1.0,22.0,2.0
New Gurappana Palya,1100.0,2.0,0.0,48.0,2.0
Mahadevpura,1150.0,2.0,3.0,52.0,2.0
Chelekare,600.0,1.0,1.0,60.0,1.0
Ambedkar Colony,1468.0,2.0,1.0,140.0,2.0
Whitefield,2280.0,4.0,2.0,126.0,3.0
Hegde Nagar,1341.0,2.0,1.0,97.0,2.0
Jakkur,1279.0,2.0,1.0,77.0,2.0
Electronic City Phase II,2225.0,4.0,0.0,98.88,4.0
Thanisandra,1185.0,2.0,2.0,43.51,2.0
Vadarpalya,1750.0,3.0,2.0,85.0,3.0
Kudlu,1152.0,2.0,1.0,53.5,2.0
Hulimavu,1300.0,2.0,3.0,36.0,2.0
Varthur Road,2760.0,4.0,2.0,155.0,4.0
5th Phase JP Nagar,1070.0,2.0,2.0,39.0,2.0
Uttarahalli,1101.0,2.0,0.0,45.0,2.0
V.V Puram,775.0,2.0,1.0,55.0,2.0
Yeshwanthpur,667.0,1.0,1.0,36.85,1.0
Electronic City,1070.0,2.0,1.0,55.0,2.0
Old Airport Road,1875.0,2.0,2.0,110.0,3.0
Kundalahalli,735.0,2.0,1.0,57.99,2.0
Koramangala,1750.0,3.0,2.0,130.0,3.0
Marathahalli,1215.0,2.0,1.0,67.0,2.0
Vishwapriya Layout,820.0,2.0,1.0,30.0,2.0
Banashankari Stage VI,1177.5,2.0,0.0,59.935,2.0
Battarahalli,1779.0,3.0,2.0,89.61,3.0
HMT Layout,1105.0,2.0,2.0,58.0,2.0
Whitefield,1650.0,3.0,2.0,60.0,3.0
Jalahalli,1694.0,2.0,2.0,150.0,2.0
Hosakerehalli,2376.0,3.0,1.0,203.0,3.0
Cox Town,1975.0,3.0,3.0,150.0,3.0
Kammasandra,674.0,2.0,1.0,33.0,2.0
Kaggadasapura,1185.0,2.0,1.0,41.0,2.0
 Thanisandra,445.0,1.0,0.0,28.0,1.0
HSR Layout,1475.0,3.0,2.0,75.0,3.0
Gottigere,1618.0,3.0,3.0,82.5,3.0
Koramangala,1120.0,2.0,0.0,65.0,2.0
Marathahalli,2181.0,3.0,2.0,152.0,4.0
Bannerghatta Road,1556.0,2.0,1.0,59.13,3.0
Bannerghatta Road,1179.0,2.0,1.0,66.02,2.0
Thanisandra,1296.0,2.0,2.0,83.0,2.0
Kaggadasapura,1275.0,2.0,2.0,52.0,2.0
Kalasipalya,1875.0,2.0,2.0,300.0,7.0
Kathriguppe,1400.0,2.0,2.0,77.0,3.0
Gottigere,1222.0,2.0,1.0,63.0,2.0
Electronic City,940.0,2.0,1.0,41.0,2.0
Thanisandra,1185.0,2.0,2.0,42.6,2.0
Tumkur Road,1779.0,3.0,2.0,112.0,3.0
Begur Road,1615.0,3.0,2.0,59.76,3.0
Haralur Road,1056.0,2.0,1.0,61.0,2.0
7th Phase JP Nagar,1100.0,2.0,0.0,46.0,2.0
Arekere,920.0,2.0,1.0,40.0,2.0
ITI Layout,1602.0,2.0,0.0,75.0,3.0
Padmanabhanagar,1176.0,2.0,0.0,62.0,2.0
HBR Layout,675.0,3.0,1.0,59.0,4.0
Richmond Town,1352.0,3.0,0.0,135.0,3.0
Kasavanhalli,1717.0,3.0,3.0,99.0,3.0
Bhoganhalli,2119.0,4.0,3.0,111.0,4.0
Vittasandra,1246.0,2.0,1.0,67.3,2.0
Anandapura,1141.0,2.0,1.0,42.79,2.0
Hennur Road,1157.0,2.0,1.0,84.0,2.0
Chandapura,1025.0,2.0,2.0,27.68,2.0
Yelahanka New Town,650.0,1.0,2.0,33.0,1.0
Hebbal,1349.0,2.0,1.0,98.0,2.0
Narayanapura,1566.0,3.0,1.0,83.3,3.0
Sahakara Nagar,2830.0,3.0,3.0,195.0,4.0
Electronic City,1320.0,2.0,1.0,38.13,3.0
manyata park,1780.0,3.0,1.0,84.83,3.0
Varthur,1091.0,2.0,1.0,34.9,2.0
Rachenahalli,3670.0,4.0,3.0,300.0,4.0
7th Phase JP Nagar,918.0,2.0,1.0,50.49,2.0
Panathur,1695.0,3.0,1.0,90.0,3.0
Yelahanka,1705.0,3.0,2.0,95.0,3.0
Kalyan nagar,1375.0,3.0,2.0,75.0,3.0
Kanakpura Road,525.0,1.0,1.0,30.0,1.0
Whitefield,1447.0,2.0,1.0,83.0,2.0
Thanisandra,1114.0,2.0,1.0,39.0,2.0
7th Phase JP Nagar,1450.0,2.0,1.0,100.0,3.0
Belathur,460.0,1.0,0.0,15.0,2.0
Vasanthapura,1022.0,2.0,2.0,40.0,2.0
Hebbal,1000.0,2.0,2.0,45.0,2.0
Electronic City,1128.0,2.0,1.0,68.75,2.0
Kanakpura Road,1180.0,2.0,2.0,57.0,2.0
Nagarbhavi,1200.0,2.0,1.0,150.0,2.0
Sadashiva Nagar,3761.0,3.0,2.0,660.0,3.0
Kanakpura Road,1339.0,2.0,3.0,75.0,2.0
Yelachenahalli,1400.0,2.0,3.0,55.0,3.0
7th Phase JP Nagar,1040.0,2.0,1.0,39.52,2.0
Kadugodi,1198.0,2.0,2.0,58.0,2.0
Shirdi Sai Layout,1200.0,3.0,0.0,95.0,4.0
Sarjapur  Road,1691.0,3.0,2.0,113.0,3.0
Bisuvanahalli,1075.0,3.0,2.0,36.0,3.0
1st Block Jayanagar,1630.0,3.0,2.0,194.0,3.0
8th Phase JP Nagar,1240.0,3.0,2.0,43.5,3.0
Bannerghatta Road,1122.5,2.0,0.0,58.935,2.0
Mallasandra,1665.0,3.0,2.0,86.58,3.0
Marathahalli,2489.0,3.0,0.0,94.0,3.0
Brookefield,1142.0,2.0,2.0,70.0,2.0
Kodbisanhalli,1976.0,3.0,1.0,184.0,3.0
Kothannur,1853.0,3.0,2.0,82.0,3.0
Kasturi Nagar,1567.0,2.0,2.0,92.0,2.0
Electronics City Phase 1,1175.0,2.0,2.0,51.47,2.0
Subramanyapura,1200.0,2.0,2.0,52.0,2.0
Kodichikkanahalli,995.0,2.0,1.0,41.0,2.0
Magadi Road,884.0,2.0,1.0,41.1,2.0
Vishwanatha Nagenahalli,900.0,3.0,2.0,80.0,5.0
Yeshwanthpur,1170.0,2.0,2.0,57.0,2.0
KR Puram,1225.0,2.0,1.0,46.55,2.0
Electronic City,1342.0,2.0,1.0,73.3,2.0
Uttarahalli,1345.0,2.0,1.0,67.0,2.0
Kodigehaali,1320.0,3.0,0.0,65.0,3.0
Raja Rajeshwari Nagar,1140.0,2.0,1.0,49.39,2.0
Battarahalli,1300.0,2.0,1.0,50.0,2.0
Hosa Road,1652.0,3.0,2.0,85.0,3.0
Thigalarapalya,2072.0,4.0,2.0,142.0,3.0
Arekere,1740.0,2.0,0.0,95.0,3.0
Electronic City,1360.0,2.0,1.0,71.0,3.0
Hosur Road,1145.0,2.0,2.0,60.0,3.0
Uttarahalli,1540.0,2.0,0.0,40.0,3.0
Sarjapur  Road,1278.0,2.0,2.0,95.0,2.0
Electronic City Phase II,630.0,1.0,1.0,40.0,1.0
Kanakpura Road,1100.0,3.0,2.0,58.0,3.0
Bendiganahalli,1200.0,3.0,0.0,95.0,3.0
Hosakerehalli Layout,2500.0,6.0,2.0,115.0,7.0
Chandapura,582.5,1.0,0.0,15.135,1.0
Chandapura,1015.0,2.0,2.0,25.88,2.0
Hosur Road,3300.0,5.0,2.0,240.0,5.0
Gunjur,1356.0,2.0,3.0,66.0,3.0
Hennagara,823.0,2.0,1.0,28.0,2.0
TC Palaya,1200.0,2.0,0.0,66.0,3.0
Ramamurthy Nagar,1050.0,2.0,0.0,37.0,2.0
Ferrar Nagar,1180.0,2.0,1.0,69.0,2.0
Whitefield,1116.0,2.0,3.0,51.91,2.0
7th Phase JP Nagar,1070.0,2.0,1.0,42.79,2.0
Varthur,1385.0,2.0,3.0,80.0,2.0
Varthur,1000.0,1.0,1.0,70.0,1.0
Whitefield,1897.0,3.0,2.0,130.0,3.0
Magadi Road,1005.0,2.0,1.0,55.78,2.0
Green Glen Layout,1575.0,3.0,2.0,125.0,3.0
Subramanyapura,975.0,2.0,1.0,65.0,2.0
Hennur Road,1904.0,3.0,2.0,120.0,3.0
Kengeri Satellite Town,930.0,1.0,1.0,30.0,1.0
Kanakpura Road,525.0,1.0,1.0,26.0,1.0
Electronic City Phase II,2400.0,3.0,1.0,150.0,2.0
8th block Koramangala,1410.0,1.0,0.0,233.0,2.0
Sarjapur  Road,2238.0,3.0,1.0,140.0,3.0
Harlur,1174.0,2.0,1.0,69.0,2.0
Thubarahalli,3800.0,4.0,3.0,239.0,4.0
Whitefield,2225.0,2.0,1.0,125.0,3.0
M.G Road,1250.0,2.0,0.0,200.0,2.0
Jigani,918.0,2.0,2.0,52.0,2.0
Mahadevpura,1250.0,2.0,3.0,52.0,2.0
Sarjapur  Road,1800.0,3.0,0.0,110.0,3.0
Marathahalli,1170.0,2.0,3.0,53.0,2.0
Byatarayanapura,1300.0,1.0,0.0,200.0,1.0
Bannerghatta Road,793.0,2.0,1.0,45.0,2.0
Jakkur,1710.0,3.0,2.0,107.0,3.0
Kambipura,1082.0,2.0,1.0,57.5,3.0
Naganathapura,1001.0,2.0,2.0,33.03,2.0
Yelahanka,1590.0,2.0,1.0,54.0,3.0
Basavanagara,2400.0,2.0,0.0,80.0,3.0
Horamavu Banaswadi,1554.0,3.0,2.0,55.0,3.0
Thanisandra,1142.5,2.0,0.0,43.415,2.0
Konanakunte,884.0,1.0,0.0,58.0,2.0
Hosa Road,1045.0,2.0,1.0,98.89,2.0
Marathahalli,1019.0,2.0,2.0,49.86,2.0
Uttarahalli,1135.0,2.0,2.0,39.73,3.0
Lakshminarayana Pura,1680.0,3.0,2.0,150.0,3.0
Hebbal,2470.0,5.0,2.0,247.0,4.0
1st Phase JP Nagar,2825.0,4.0,3.0,250.0,4.0
Hosakerehalli,2480.0,3.0,1.0,330.0,3.0
Kasavanhalli,1799.0,3.0,3.0,90.0,3.0
Attibele,400.0,1.0,1.0,11.0,1.0
Kundalahalli,1047.0,2.0,1.0,82.0,2.0
Kaverappa Layout,1282.0,2.0,2.0,87.0,2.0
NGR Layout,1020.0,2.0,1.0,45.9,2.0
Kammanahalli,1080.0,3.0,1.0,155.0,4.0
Whitefield,1495.0,2.0,1.0,79.5,2.0
Kasavanhalli,3260.0,4.0,1.0,240.0,4.0
Divya Unnathi Layout,1611.0,2.0,2.0,64.44,3.0
Koramangala,3500.0,5.0,2.0,425.0,4.0
Vasantha Vallabha Nagar,1500.0,2.0,2.0,95.0,3.0
Sahakara Nagar,1500.0,2.0,2.0,95.0,3.0
Yelahanka,3206.0,5.0,0.0,270.0,4.0
Uttarahalli,1540.0,3.0,0.0,50.0,3.0
Hosa Road,1639.0,3.0,1.0,80.0,3.0
Raja Rajeshwari Nagar,1303.0,2.0,2.0,55.79,2.0
Koramangala,1005.0,1.0,1.0,110.0,2.0
Kammasandra,657.5,1.0,0.0,18.41,1.0
Chandapura,1305.0,3.0,1.0,33.28,3.0
sapthagiri Layout,1300.0,1.0,1.0,115.0,2.0
Brookefield,1440.0,2.0,3.0,68.0,3.0
Seegehalli,901.0,2.0,1.0,35.14,2.0
Rajaji Nagar,1725.0,3.0,3.0,200.0,3.0
Sarjapur,900.0,2.0,1.0,42.0,3.0
BEML Layout,1060.0,2.0,1.0,55.0,2.0
NGR Layout,1020.0,2.0,1.0,48.45,2.0
Varthur,1535.0,3.0,2.0,65.99,3.0
Alur,530.0,1.0,1.0,20.0,1.0
Haralur Road,1464.0,3.0,2.0,56.0,3.0
Devarabisanahalli,1350.0,2.0,3.0,80.0,2.0
Sarjapur  Road,1115.0,2.0,2.0,50.0,2.0
Uttarahalli,1175.0,2.0,2.0,47.0,2.0
Whitefield,1113.0,2.0,1.0,62.0,2.0
Giri Nagar,650.0,2.0,0.0,42.0,2.0
Marathahalli,1325.0,2.0,2.0,71.55,2.0
Electronics City Phase 1,950.0,2.0,3.0,31.0,2.0
Jakkur,1396.0,2.0,1.0,86.51,3.0
Rachenahalli,1050.0,2.0,2.0,52.07,2.0
Thanisandra,1825.0,3.0,2.0,100.0,3.0
7th Phase JP Nagar,1190.0,2.0,1.0,49.98,2.0
Marathahalli,1220.0,2.0,1.0,56.5,2.0
NRI Layout,1565.0,2.0,2.0,75.0,3.0
Hennur Road,1891.0,3.0,1.0,109.0,3.0
Sidedahalli,900.0,2.0,0.0,27.0,2.0
Hosa Road,1161.0,2.0,1.0,55.15,2.0
Sarjapur,649.5,1.0,0.0,17.535,1.0
Dwarka Nagar,2400.0,6.0,3.0,125.0,8.0
Yeshwanthpur,665.0,1.0,1.0,36.85,1.0
Mysore Road,1175.0,2.0,1.0,73.5,2.0
Hoodi,1425.0,2.0,2.0,80.0,2.0
ITPL,1200.0,3.0,1.0,56.12,3.0
Somasundara Palya,1255.0,2.0,2.0,67.0,2.0
Hegde Nagar,2112.95,4.0,2.0,145.0,3.0
Raja Rajeshwari Nagar,600.0,1.0,1.0,22.0,1.0
Haralur Road,1810.0,3.0,2.0,100.0,3.0
Indira Nagar,1200.0,2.0,2.0,93.0,2.0
Harlur,1033.0,2.0,2.0,49.0,2.0
ITPL,1548.0,3.0,2.0,89.5,3.0
Horamavu Banaswadi,1611.0,3.0,3.0,66.0,3.0
Electronic City Phase II,1400.0,2.0,1.0,40.43,3.0
Vidyaranyapura,1485.0,2.0,2.0,67.0,3.0
Margondanahalli,2400.0,2.0,1.0,82.0,2.0
Pattandur Agrahara,1025.0,2.0,1.0,44.5,2.0
Thurahalli,600.0,3.0,2.0,65.0,4.0
Hallehalli,1225.0,2.0,0.0,53.0,2.0
5th Phase JP Nagar,1256.0,2.0,1.0,62.8,2.0
Whitefield,2268.0,3.0,2.0,163.0,4.0
Kanakpura Road,1100.0,3.0,2.0,53.0,3.0
Vadarpalya,1141.0,2.0,0.0,62.0,2.0
Attibele,400.0,1.0,1.0,12.0,1.0
Chandapura,1400.0,2.0,0.0,60.0,2.0
Raghavendra Nagar,1175.0,2.0,2.0,48.27,2.0
Sahakara Nagar,1100.0,2.0,1.0,56.0,2.0
Kanakpura Road,1843.0,3.0,2.0,95.84,3.0
Horamavu Banaswadi,1460.0,2.0,1.0,80.5,2.0
Rachenahalli,1530.0,2.0,2.0,74.5,3.0
HSR Layout,1467.0,2.0,1.0,55.0,2.0
KR Layout,950.0,1.0,1.0,40.0,1.0
Vittasandra,1246.0,2.0,1.0,64.5,2.0
Kanakapura,711.0,1.0,1.0,38.0,1.0
Haralur Road,1194.0,2.0,2.0,46.0,2.0
Babusapalaya,1358.0,2.0,1.0,43.4,3.0
Hoodi,1420.0,2.0,2.0,75.0,2.0
Kathriguppe,1250.0,2.0,1.0,68.75,3.0
Akshaya Nagar,1280.0,2.0,0.0,58.0,2.0
Nagappa Reddy Layout,1209.0,2.0,1.0,50.0,2.0
Panathur,1315.0,2.0,1.0,54.8,3.0
Kariyammana Agrahara,1800.0,3.0,3.0,90.0,3.0
TC Palaya,1600.0,2.0,2.0,65.0,3.0
Suraksha Nagar,1563.0,3.0,2.0,52.0,3.0
Whitefield,1560.0,2.0,2.0,72.0,3.0
Brookefield,2169.0,4.0,0.0,115.0,3.0
Rachenahalli,1050.0,2.0,2.0,55.5,2.0
Iblur Village,3235.0,3.0,1.0,235.0,3.0
TC Palaya,1200.0,3.0,0.0,66.0,3.0
HSR Layout,1140.0,2.0,2.0,46.0,2.0
7th Phase JP Nagar,1500.0,3.0,1.0,170.0,3.0
Horamavu Agara,1560.0,3.0,2.0,75.0,3.0
JP Nagar,1100.0,2.0,2.0,70.0,2.0
Kasavanhalli,1260.0,2.0,3.0,40.32,3.0
Hebbal,1036.0,2.0,1.0,50.0,2.0
Akshaya Nagar,1662.0,3.0,3.0,85.1,3.0
Yelachenahalli,1464.0,2.0,3.0,105.0,3.0
Yelahanka,1234.0,2.0,2.0,80.0,2.0
Sarjapur  Road,1403.0,3.0,1.0,55.0,3.0
2nd Stage Nagarbhavi,3000.0,8.0,3.0,451.0,6.0
Seegehalli,1150.0,2.0,2.0,42.9,3.0
Hebbal,3900.0,4.0,2.0,410.0,4.0
Kanakapura,929.0,2.0,1.0,46.0,2.0
2nd Stage Nagarbhavi,2400.0,8.0,3.0,450.0,6.0
TC Palaya,1350.0,2.0,1.0,75.0,3.0
Vasanthapura,1135.0,2.0,1.0,39.73,2.0
Basava Nagar,1405.0,2.0,2.0,70.0,2.0
Whitefield,1200.0,2.0,1.0,45.84,2.0
Haralur Road,2805.0,4.0,3.0,154.0,4.0
Yeshwanthpur,1161.0,2.0,2.0,64.08,2.0
Kanakpura Road,1290.0,2.0,3.0,74.0,2.0
Yeshwanthpur,2557.0,3.0,2.0,141.0,3.0
2nd Block Hrbr Layout,1480.0,3.0,2.0,90.0,3.0
BTM 1st Stage,3300.0,14.0,0.0,500.0,9.0
Old Madras Road,1350.0,3.0,0.0,54.54,3.0
Kadugodi,1580.0,2.0,2.0,65.0,3.0
Banashankari,1470.0,2.0,1.0,88.64,3.0
Ananth Nagar,500.0,1.0,1.0,14.0,1.0
Sarjapur  Road,1346.0,2.0,1.0,61.92,2.0
Canara Bank Layout,1600.0,3.0,3.0,90.0,3.0
Naganathapura,720.0,2.0,1.0,120.0,2.0
Basapura,1200.0,2.0,2.0,35.0,2.0
Channasandra,1340.0,2.0,2.0,48.33,3.0
Jigani,918.0,2.0,2.0,48.0,2.0
Singena Agrahara,1500.0,3.0,2.0,115.0,3.0
