location,total_sqft,bath,balcony,bhk,price
Kanakpura Road,1135.0,2.0,1.0,2.0,39.73
Whitefield,1768.0,3.0,2.0,3.0,101.0
Byatarayanapura,1325.0,2.0,1.0,3.0,90.0
Electronic City,1599.0,3.0,2.0,3.0,99.0
Whitefield,1500.0,3.0,1.0,3.0,61.95
2nd Phase JP Nagar,2610.0,3.0,0.0,3.0,499.0
Uttarahalli,1286.0,2.0,2.0,2.0,63.0
Kammanahalli,2845.0,5.0,1.0,5.0,140.0
K G Colony,1600.0,2.0,0.0,3.0,50.0
Hennur Road,1317.5,2.0,0.0,2.0,63.77
Hebbal,3450.0,5.0,2.0,3.0,260.0
Munnekollal,1102.0,2.0,2.0,2.0,53.67
Yelahanka,1350.0,2.0,2.0,2.0,54.0
Banashankari,1200.0,2.0,2.0,3.0,42.0
Herohalli,1800.0,1.0,1.0,2.0,80.0
Chikkabanavar,950.0,2.0,1.0,2.0,40.0
Kanakpura Road,525.0,1.0,1.0,1.0,27.25
Attibele,656.0,2.0,1.0,2.0,25.0
3rd Block Hrbr Layout,1056.0,2.0,1.0,2.0,80.0
Bannerghatta Road,595.0,1.0,1.0,1.0,33.32
Ittamadu,1080.0,2.0,2.0,2.0,50.0
7th Phase JP Nagar,2225.0,3.0,1.0,3.0,160.0
Electronics City Phase 1,1490.0,3.0,1.0,3.0,84.0
HRBR Layout,2000.0,4.0,1.0,4.0,300.0
Sarjapur  Road,1550.0,3.0,3.0,3.0,100.0
Ashwini layout,1160.0,2.0,1.0,2.0,55.0
Sarjapur  Road,2100.0,3.0,2.0,3.0,125.0
Vittasandra,1404.0,2.0,1.0,2.0,69.3
Sarjapur  Road,2230.0,4.0,3.0,4.0,225.0
Marathalli bridge,1544.0,3.0,0.0,3.0,120.0
Banashankari Stage III,1305.0,2.0,1.0,3.0,58.7
Marathahalli,1230.0,2.0,2.0,2.0,80.0
T.C PALYA,1200.0,2.0,0.0,2.0,65.0
Harlur,1460.0,3.0,1.0,3.0,73.0
Gottigere,967.0,2.0,3.0,2.0,45.0
Byatarayanapura,540.0,1.0,1.0,1.0,36.0
Hormavu,715.0,1.0,2.0,1.0,46.0
Whitefield,2500.0,3.0,2.0,3.0,313.0
Dooravani Nagar,1578.0,3.0,1.0,3.0,180.0
Mysore Road,1020.0,2.0,1.0,2.0,48.95
Jigani,1020.0,2.0,1.0,2.0,40.0
Koramangala,1253.0,2.0,1.0,2.0,102.0
JCR Layout,1180.0,2.0,2.0,2.0,42.0
Nehru Nagar,961.0,2.0,2.0,2.0,38.0
Kanakapura,1419.0,3.0,3.0,3.0,75.0
Harlur,1709.0,3.0,2.0,3.0,150.0
Papareddipalya,1600.0,2.0,0.0,2.0,115.0
Venkatapura,416.0,1.0,1.0,1.0,18.5
Sanjay nagar,1100.0,2.0,2.0,2.0,98.0
HSR Layout,1430.0,2.0,1.0,3.0,65.0
Sneha Colony,1260.0,2.0,2.0,2.0,45.0
RMV Extension,1630.0,3.0,2.0,3.0,85.0
Sarjapur  Road,1249.0,3.0,2.0,3.0,44.71
Kalena Agrahara,1450.0,2.0,3.0,3.0,85.0
Konanakunte,2791.0,3.0,1.0,3.0,223.0
Hosapalya,600.0,1.0,0.0,1.0,90.0
Ashwini layout,834.0,1.0,1.0,1.0,60.0
Arekere,2060.0,3.0,2.0,3.0,140.0
Gottigere,891.0,2.0,1.0,2.0,25.0
Raja Rajeshwari Nagar,1133.0,2.0,1.0,2.0,49.07
Bisuvanahalli,1075.0,2.0,1.0,3.0,37.0
Sector 6 HSR Layout,3000.0,5.0,2.0,4.0,260.0
Brookefield,2440.0,5.0,2.0,4.0,425.0
Vidyaranyapura,1200.0,2.0,2.0,2.0,55.0
Thanisandra,1075.0,2.0,2.0,2.0,45.8
Kaggadasapura,1140.0,2.0,2.0,2.0,40.0
ITI Layout,2160.0,5.0,1.0,6.0,250.0
Raja Rajeshwari Nagar,1090.0,2.0,1.0,2.0,42.0
Whitefield,1790.0,3.0,0.0,3.0,100.0
Hebbal,1920.0,3.0,2.0,3.0,134.0
HRBR Layout,1374.0,2.0,2.0,2.0,95.0
Bannerghatta Road,1445.0,3.0,2.0,3.0,95.0
Kanakapura,711.0,1.0,1.0,1.0,36.0
Tumkur Road,1500.0,3.0,3.0,3.0,95.0
Whitefield,1720.0,3.0,3.0,3.0,100.0
Vasanthapura,1400.0,3.0,2.0,3.0,60.0
Kundalahalli,1030.0,2.0,2.0,2.0,49.0
Mysore Road,1200.0,2.0,1.0,2.0,85.0
Hosahalli,1375.0,3.0,2.0,3.0,70.0
Hegde Nagar,1050.0,1.0,0.0,2.0,56.0
Jalahalli,2250.0,3.0,2.0,3.0,160.0
Bellandur,1000.0,2.0,2.0,2.0,50.0
Jalahalli West,469.0,1.0,0.0,1.0,25.0
Marathahalli,3800.0,4.0,3.0,4.0,250.0
Kambipura,883.0,2.0,1.0,2.0,29.0
GM Palaya,1820.0,2.0,3.0,3.0,86.0
Singasandra,1440.0,2.0,3.0,3.0,65.0
near Ramanashree California resort,3600.0,4.0,1.0,6.0,160.0
Malleshwaram,2500.0,5.0,2.0,4.0,325.0
Mahadevpura,1225.0,2.0,2.0,2.0,48.0
Chikkalasandra,875.0,2.0,3.0,2.0,52.8
Jalahalli East,750.0,1.0,2.0,1.0,40.0
6th Phase JP Nagar,1180.0,2.0,3.0,2.0,80.0
Haralur Road,1194.0,2.0,2.0,2.0,47.0
Hennur Road,1500.0,2.0,2.0,3.0,62.0
Poornapragna Housing Society Layout,1160.0,2.0,2.0,2.0,52.2
Hosakerehalli,2378.0,3.0,1.0,3.0,262.0
Sarjapur,1128.0,2.0,1.0,2.0,60.0
Hebbal,1500.0,3.0,1.0,3.0,150.0
Huskur,1220.0,2.0,1.0,3.0,35.23
Sarjapur  Road,1210.0,2.0,2.0,2.0,58.0
Kanakpura Road,1100.0,2.0,1.0,3.0,58.0
Bommasandra,1200.0,3.0,2.0,3.0,46.0
Haralur Road,3385.0,5.0,0.0,4.0,260.0
Nagondanahalli,1641.0,3.0,2.0,3.0,66.0
Horamavu Agara,1200.0,2.0,1.0,2.0,45.0
Raja Rajeshwari Nagar,1260.0,2.0,1.0,2.0,67.39
Mahadevpura,1720.0,3.0,3.0,3.0,78.0
Yelahanka,1132.5,2.0,0.0,2.0,48.13
Yelahanka,1210.0,2.0,1.0,2.0,45.98
Indira Nagar,2200.0,4.0,2.0,4.0,200.0
Bisuvanahalli,1075.0,2.0,1.0,3.0,45.0
Thanisandra,1702.0,3.0,2.0,3.0,130.0
Shanthala Nagar,1630.0,2.0,2.0,2.0,200.0
Raja Rajeshwari Nagar,1141.0,2.0,2.0,2.0,38.55
Shantiniketan Layout,2072.0,3.0,2.0,3.0,108.0
Herohalli,1200.0,2.0,0.0,3.0,70.0
Teachers Colony,1350.0,3.0,0.0,3.0,77.0
Srinivasa Nagar,1180.0,2.0,2.0,3.0,78.34
Langford Town,1355.0,2.0,2.0,2.0,115.0
Sulthangunta,600.0,1.0,0.0,1.0,50.0
Bannerghatta Road,1640.0,2.0,1.0,3.0,120.0
Kodichikkanahalli,1190.0,2.0,2.0,3.0,57.0
OMBR Layout,2400.0,4.0,2.0,4.0,375.0
Marathahalli,1019.0,2.0,2.0,2.0,49.85
Ambedkar Colony,1875.0,3.0,2.0,3.0,165.0
Akshaya Nagar,1250.0,3.0,2.0,3.0,40.0
Brookefield,1200.0,3.0,2.0,3.0,140.0
Whitefield,1140.0,2.0,1.0,2.0,56.0
Lingadheeranahalli,1683.0,3.0,1.0,3.0,109.0
Kaggadasapura,1515.0,3.0,0.0,3.0,83.3
Hoodi,2118.0,4.0,2.0,4.0,111.0
Bannerghatta Road,1380.0,3.0,0.0,4.0,58.0
Varthur Road,1083.0,2.0,2.0,2.0,61.75
Anjappa Layout,600.0,2.0,1.0,2.0,55.0
Avalahalli,2300.0,3.0,3.0,3.0,120.0
Prakruthi Nagar,1240.0,2.0,2.0,2.0,60.0
Surabhi Layout,1750.0,3.0,1.0,3.0,120.0
Sadaramangala,1230.0,2.0,0.0,2.0,43.48
Anjanapura,1500.0,3.0,1.0,3.0,139.0
Abbigere,985.0,2.0,1.0,2.0,40.39
Tindlu,1500.0,2.0,1.0,3.0,87.0
Electronic City,1125.0,2.0,1.0,2.0,32.49
Maruthi Sevanagar,950.0,2.0,1.0,2.0,44.0
Kothanur,1580.0,3.0,3.0,3.0,76.0
B Narayanapura,1092.0,2.0,1.0,3.0,98.5
Electronic City Phase II,1090.0,2.0,1.0,2.0,28.34
Hennur Road,2264.0,3.0,1.0,3.0,159.0
Kammasandra,810.0,2.0,2.0,2.0,24.5
Green Garden Layout,1045.0,2.0,0.0,2.0,45.0
Hebbal,1337.0,2.0,1.0,2.0,82.0
Chandapura,1200.0,2.0,2.0,2.0,32.0
Koramangala,1580.0,3.0,2.0,3.0,160.0
Begur Road,1500.0,2.0,3.0,3.0,54.0
Silver Springs Layout,1570.0,3.0,2.0,3.0,62.0
Gubbalala,1470.0,2.0,2.0,3.0,82.0
Kengeri,1160.0,2.0,2.0,2.0,40.61
7th Phase JP Nagar,1050.0,2.0,1.0,2.0,71.0
Dairy Circle,1855.0,3.0,1.0,3.0,225.0
Bannerghatta Road,1460.0,2.0,1.0,3.0,90.0
Hulimavu,1823.0,3.0,2.0,3.0,100.0
Electronic City,1094.0,2.0,2.0,2.0,42.0
Budigere,1153.0,2.0,2.0,2.0,57.0
Hoysalanagar,1325.0,3.0,1.0,3.0,57.0
Parappana Agrahara,1200.0,3.0,2.0,4.0,85.0
Jakkur,1590.0,2.0,2.0,3.0,125.0
Narayana Nagar 1st Block,1202.0,2.0,1.0,2.0,48.0
Haralur Road,1202.0,2.0,1.0,2.0,53.0
KSRTC Layout,1200.0,2.0,3.0,2.0,62.5
Panathur,1688.0,3.0,1.0,3.0,118.0
Kaval Byrasandra,1020.0,2.0,1.0,2.0,52.0
Sarjapur,1185.0,2.0,2.0,2.0,47.0
Ramagondanahalli,1235.0,2.0,1.0,2.0,52.04
Hosakerehalli,3205.0,5.0,1.0,4.0,500.0
Banashankari,1077.0,2.0,2.0,2.0,37.64
Kengeri Satellite Town,1415.0,2.0,3.0,3.0,66.0
EPIP Zone,2330.0,3.0,2.0,3.0,162.0
Whitefield,805.0,2.0,2.0,2.0,35.0
P&T Colony,425.0,1.0,0.0,1.0,20.03
Whitefield,1155.0,2.0,3.0,2.0,59.95
Anekal,656.0,2.0,1.0,2.0,22.0
New Gurappana Palya,1100.0,2.0,0.0,2.0,48.0
Mahadevpura,1150.0,2.0,3.0,2.0,52.0
Chelekare,600.0,1.0,1.0,1.0,60.0
Ambedkar Colony,1468.0,2.0,1.0,2.0,140.0
Whitefield,2280.0,4.0,2.0,3.0,126.0
Hegde Nagar,1341.0,2.0,1.0,2.0,97.0
Jakkur,1279.0,2.0,1.0,2.0,77.0
Electronic City Phase II,2225.0,4.0,0.0,4.0,98.88
Thanisandra,1185.0,2.0,2.0,2.0,43.51
Vadarpalya,1750.0,3.0,2.0,3.0,85.0
Kudlu,1152.0,2.0,1.0,2.0,53.5
Hulimavu,1300.0,2.0,3.0,2.0,36.0
Varthur Road,2760.0,4.0,2.0,4.0,155.0
5th Phase JP Nagar,1070.0,2.0,2.0,2.0,39.0
Uttarahalli,1101.0,2.0,0.0,2.0,45.0
V.V Puram,775.0,2.0,1.0,2.0,55.0
Yeshwanthpur,667.0,1.0,1.0,1.0,36.85
Electronic City,1070.0,2.0,1.0,2.0,55.0
Old Airport Road,1875.0,2.0,2.0,3.0,110.0
Kundalahalli,735.0,2.0,1.0,2.0,57.99
Koramangala,1750.0,3.0,2.0,3.0,130.0
Marathahalli,1215.0,2.0,1.0,2.0,67.0
Vishwapriya Layout,820.0,2.0,1.0,2.0,30.0
Banashankari Stage VI,1177.5,2.0,0.0,2.0,59.935
Battarahalli,1779.0,3.0,2.0,3.0,89.61
HMT Layout,1105.0,2.0,2.0,2.0,58.0
Whitefield,1650.0,3.0,2.0,3.0,60.0
Jalahalli,1694.0,2.0,2.0,2.0,150.0
Hosakerehalli,2376.0,3.0,1.0,3.0,203.0
Cox Town,1975.0,3.0,3.0,3.0,150.0
Kammasandra,674.0,2.0,1.0,2.0,33.0
Kaggadasapura,1185.0,2.0,1.0,2.0,41.0
 Thanisandra,445.0,1.0,0.0,1.0,28.0
HSR Layout,1475.0,3.0,2.0,3.0,75.0
Gottigere,1618.0,3.0,3.0,3.0,82.5
Koramangala,1120.0,2.0,0.0,2.0,65.0
Marathahalli,2181.0,3.0,2.0,4.0,152.0
Bannerghatta Road,1556.0,2.0,1.0,3.0,59.13
Bannerghatta Road,1179.0,2.0,1.0,2.0,66.02
Thanisandra,1296.0,2.0,2.0,2.0,83.0
Kaggadasapura,1275.0,2.0,2.0,2.0,52.0
Kalasipalya,1875.0,2.0,2.0,7.0,300.0
Kathriguppe,1400.0,2.0,2.0,3.0,77.0
Gottigere,1222.0,2.0,1.0,2.0,63.0
Electronic City,940.0,2.0,1.0,2.0,41.0
Thanisandra,1185.0,2.0,2.0,2.0,42.6
Tumkur Road,1779.0,3.0,2.0,3.0,112.0
Begur Road,1615.0,3.0,2.0,3.0,59.76
Haralur Road,1056.0,2.0,1.0,2.0,61.0
7th Phase JP Nagar,1100.0,2.0,0.0,2.0,46.0
Arekere,920.0,2.0,1.0,2.0,40.0
ITI Layout,1602.0,2.0,0.0,3.0,75.0
Padmanabhanagar,1176.0,2.0,0.0,2.0,62.0
HBR Layout,675.0,3.0,1.0,4.0,59.0
Richmond Town,1352.0,3.0,0.0,3.0,135.0
Kasavanhalli,1717.0,3.0,3.0,3.0,99.0
Bhoganhalli,2119.0,4.0,3.0,4.0,111.0
Vittasandra,1246.0,2.0,1.0,2.0,67.3
Anandapura,1141.0,2.0,1.0,2.0,42.79
Hennur Road,1157.0,2.0,1.0,2.0,84.0
Chandapura,1025.0,2.0,2.0,2.0,27.68
Yelahanka New Town,650.0,1.0,2.0,1.0,33.0
Hebbal,1349.0,2.0,1.0,2.0,98.0
Narayanapura,1566.0,3.0,1.0,3.0,83.3
Sahakara Nagar,2830.0,3.0,3.0,4.0,195.0
Electronic City,1320.0,2.0,1.0,3.0,38.13
manyata park,1780.0,3.0,1.0,3.0,84.83
Varthur,1091.0,2.0,1.0,2.0,34.9
Rachenahalli,3670.0,4.0,3.0,4.0,300.0
7th Phase JP Nagar,918.0,2.0,1.0,2.0,50.49
Panathur,1695.0,3.0,1.0,3.0,90.0
Yelahanka,1705.0,3.0,2.0,3.0,95.0
Kalyan nagar,1375.0,3.0,2.0,3.0,75.0
Kanakpura Road,525.0,1.0,1.0,1.0,30.0
Whitefield,1447.0,2.0,1.0,2.0,83.0
Thanisandra,1114.0,2.0,1.0,2.0,39.0
7th Phase JP Nagar,1450.0,2.0,1.0,3.0,100.0
Belathur,460.0,1.0,0.0,2.0,15.0
Vasanthapura,1022.0,2.0,2.0,2.0,40.0
Hebbal,1000.0,2.0,2.0,2.0,45.0
Electronic City,1128.0,2.0,1.0,2.0,68.75
Kanakpura Road,1180.0,2.0,2.0,2.0,57.0
Nagarbhavi,1200.0,2.0,1.0,2.0,150.0
Sadashiva Nagar,3761.0,3.0,2.0,3.0,660.0
Kanakpura Road,1339.0,2.0,3.0,2.0,75.0
Yelachenahalli,1400.0,2.0,3.0,3.0,55.0
7th Phase JP Nagar,1040.0,2.0,1.0,2.0,39.52
Kadugodi,1198.0,2.0,2.0,2.0,58.0
Shirdi Sai Layout,1200.0,3.0,0.0,4.0,95.0
Sarjapur  Road,1691.0,3.0,2.0,3.0,113.0
Bisuvanahalli,1075.0,3.0,2.0,3.0,36.0
1st Block Jayanagar,1630.0,3.0,2.0,3.0,194.0
8th Phase JP Nagar,1240.0,3.0,2.0,3.0,43.5
Bannerghatta Road,1122.5,2.0,0.0,2.0,58.935
Mallasandra,1665.0,3.0,2.0,3.0,86.58
Marathahalli,2489.0,3.0,0.0,3.0,94.0
Brookefield,1142.0,2.0,2.0,2.0,70.0
Kodbisanhalli,1976.0,3.0,1.0,3.0,184.0
Kothannur,1853.0,3.0,2.0,3.0,82.0
Kasturi Nagar,1567.0,2.0,2.0,2.0,92.0
Electronics City Phase 1,1175.0,2.0,2.0,2.0,51.47
Subramanyapura,1200.0,2.0,2.0,2.0,52.0
Kodichikkanahalli,995.0,2.0,1.0,2.0,41.0
Magadi Road,884.0,2.0,1.0,2.0,41.1
Vishwanatha Nagenahalli,900.0,3.0,2.0,5.0,80.0
Yeshwanthpur,1170.0,2.0,2.0,2.0,57.0
KR Puram,1225.0,2.0,1.0,2.0,46.55
Electronic City,1342.0,2.0,1.0,2.0,73.3
Uttarahalli,1345.0,2.0,1.0,2.0,67.0
Kodigehaali,1320.0,3.0,0.0,3.0,65.0
Raja Rajeshwari Nagar,1140.0,2.0,1.0,2.0,49.39
Battarahalli,1300.0,2.0,1.0,2.0,50.0
Hosa Road,1652.0,3.0,2.0,3.0,85.0
Thigalarapalya,2072.0,4.0,2.0,3.0,142.0
Arekere,1740.0,2.0,0.0,3.0,95.0
Electronic City,1360.0,2.0,1.0,3.0,71.0
Hosur Road,1145.0,2.0,2.0,3.0,60.0
Uttarahalli,1540.0,2.0,0.0,3.0,40.0
Sarjapur  Road,1278.0,2.0,2.0,2.0,95.0
Electronic City Phase II,630.0,1.0,1.0,1.0,40.0
Kanakpura Road,1100.0,3.0,2.0,3.0,58.0
Bendiganahalli,1200.0,3.0,0.0,3.0,95.0
Hosakerehalli Layout,2500.0,6.0,2.0,7.0,115.0
Chandapura,582.5,1.0,0.0,1.0,15.135
Chandapura,1015.0,2.0,2.0,2.0,25.88
Hosur Road,3300.0,5.0,2.0,5.0,240.0
Gunjur,1356.0,2.0,3.0,3.0,66.0
Hennagara,823.0,2.0,1.0,2.0,28.0
TC Palaya,1200.0,2.0,0.0,3.0,66.0
Ramamurthy Nagar,1050.0,2.0,0.0,2.0,37.0
Ferrar Nagar,1180.0,2.0,1.0,2.0,69.0
Whitefield,1116.0,2.0,3.0,2.0,51.91
7th Phase JP Nagar,1070.0,2.0,1.0,2.0,42.79
Varthur,1385.0,2.0,3.0,2.0,80.0
Varthur,1000.0,1.0,1.0,1.0,70.0
Whitefield,1897.0,3.0,2.0,3.0,130.0
Magadi Road,1005.0,2.0,1.0,2.0,55.78
Green Glen Layout,1575.0,3.0,2.0,3.0,125.0
Subramanyapura,975.0,2.0,1.0,2.0,65.0
Hennur Road,1904.0,3.0,2.0,3.0,120.0
Kengeri Satellite Town,930.0,1.0,1.0,1.0,30.0
Kanakpura Road,525.0,1.0,1.0,1.0,26.0
Electronic City Phase II,2400.0,3.0,1.0,2.0,150.0
8th block Koramangala,1410.0,1.0,0.0,2.0,233.0
Sarjapur  Road,2238.0,3.0,1.0,3.0,140.0
Harlur,1174.0,2.0,1.0,2.0,69.0
Thubarahalli,3800.0,4.0,3.0,4.0,239.0
Whitefield,2225.0,2.0,1.0,3.0,125.0
M.G Road,1250.0,2.0,0.0,2.0,200.0
Jigani,918.0,2.0,2.0,2.0,52.0
Mahadevpura,1250.0,2.0,3.0,2.0,52.0
Sarjapur  Road,1800.0,3.0,0.0,3.0,110.0
Marathahalli,1170.0,2.0,3.0,2.0,53.0
Byatarayanapura,1300.0,1.0,0.0,1.0,200.0
Bannerghatta Road,793.0,2.0,1.0,2.0,45.0
Jakkur,1710.0,3.0,2.0,3.0,107.0
Kambipura,1082.0,2.0,1.0,3.0,57.5
Naganathapura,1001.0,2.0,2.0,2.0,33.03
Yelahanka,1590.0,2.0,1.0,3.0,54.0
Basavanagara,2400.0,2.0,0.0,3.0,80.0
Horamavu Banaswadi,1554.0,3.0,2.0,3.0,55.0
Thanisandra,1142.5,2.0,0.0,2.0,43.415
Konanakunte,884.0,1.0,0.0,2.0,58.0
Hosa Road,1045.0,2.0,1.0,2.0,98.89
Marathahalli,1019.0,2.0,2.0,2.0,49.86
Uttarahalli,1135.0,2.0,2.0,3.0,39.73
Lakshminarayana Pura,1680.0,3.0,2.0,3.0,150.0
Hebbal,2470.0,5.0,2.0,4.0,247.0
1st Phase JP Nagar,2825.0,4.0,3.0,4.0,250.0
Hosakerehalli,2480.0,3.0,1.0,3.0,330.0
Kasavanhalli,1799.0,3.0,3.0,3.0,90.0
Attibele,400.0,1.0,1.0,1.0,11.0
Kundalahalli,1047.0,2.0,1.0,2.0,82.0
Kaverappa Layout,1282.0,2.0,2.0,2.0,87.0
NGR Layout,1020.0,2.0,1.0,2.0,45.9
Kammanahalli,1080.0,3.0,1.0,4.0,155.0
Whitefield,1495.0,2.0,1.0,2.0,79.5
Kasavanhalli,3260.0,4.0,1.0,4.0,240.0
Divya Unnathi Layout,1611.0,2.0,2.0,3.0,64.44
Koramangala,3500.0,5.0,2.0,4.0,425.0
Vasantha Vallabha Nagar,1500.0,2.0,2.0,3.0,95.0
Sahakara Nagar,1500.0,2.0,2.0,3.0,95.0
Yelahanka,3206.0,5.0,0.0,4.0,270.0
Uttarahalli,1540.0,3.0,0.0,3.0,50.0
Hosa Road,1639.0,3.0,1.0,3.0,80.0
Raja Rajeshwari Nagar,1303.0,2.0,2.0,2.0,55.79
Koramangala,1005.0,1.0,1.0,2.0,110.0
Kammasandra,657.5,1.0,0.0,1.0,18.41
Chandapura,1305.0,3.0,1.0,3.0,33.28
sapthagiri Layout,1300.0,1.0,1.0,2.0,115.0
Brookefield,1440.0,2.0,3.0,3.0,68.0
Seegehalli,901.0,2.0,1.0,2.0,35.14
Rajaji Nagar,1725.0,3.0,3.0,3.0,200.0
Sarjapur,900.0,2.0,1.0,3.0,42.0
BEML Layout,1060.0,2.0,1.0,2.0,55.0
NGR Layout,1020.0,2.0,1.0,2.0,48.45
Varthur,1535.0,3.0,2.0,3.0,65.99
Alur,530.0,1.0,1.0,1.0,20.0
Haralur Road,1464.0,3.0,2.0,3.0,56.0
Devarabisanahalli,1350.0,2.0,3.0,2.0,80.0
Sarjapur  Road,1115.0,2.0,2.0,2.0,50.0
Uttarahalli,1175.0,2.0,2.0,2.0,47.0
Whitefield,1113.0,2.0,1.0,2.0,62.0
Giri Nagar,650.0,2.0,0.0,2.0,42.0
Marathahalli,1325.0,2.0,2.0,2.0,71.55
Electronics City Phase 1,950.0,2.0,3.0,2.0,31.0
Jakkur,1396.0,2.0,1.0,3.0,86.51
Rachenahalli,1050.0,2.0,2.0,2.0,52.07
Thanisandra,1825.0,3.0,2.0,3.0,100.0
7th Phase JP Nagar,1190.0,2.0,1.0,2.0,49.98
Marathahalli,1220.0,2.0,1.0,2.0,56.5
NRI Layout,1565.0,2.0,2.0,3.0,75.0
Hennur Road,1891.0,3.0,1.0,3.0,109.0
Sidedahalli,900.0,2.0,0.0,2.0,27.0
Hosa Road,1161.0,2.0,1.0,2.0,55.15
Sarjapur,649.5,1.0,0.0,1.0,17.535
Dwarka Nagar,2400.0,6.0,3.0,8.0,125.0
Yeshwanthpur,665.0,1.0,1.0,1.0,36.85
Mysore Road,1175.0,2.0,1.0,2.0,73.5
Hoodi,1425.0,2.0,2.0,2.0,80.0
ITPL,1200.0,3.0,1.0,3.0,56.12
Somasundara Palya,1255.0,2.0,2.0,2.0,67.0
Hegde Nagar,2112.95,4.0,2.0,3.0,145.0
Raja Rajeshwari Nagar,600.0,1.0,1.0,1.0,22.0
Haralur Road,1810.0,3.0,2.0,3.0,100.0
Indira Nagar,1200.0,2.0,2.0,2.0,93.0
Harlur,1033.0,2.0,2.0,2.0,49.0
ITPL,1548.0,3.0,2.0,3.0,89.5
Horamavu Banaswadi,1611.0,3.0,3.0,3.0,66.0
Electronic City Phase II,1400.0,2.0,1.0,3.0,40.43
Vidyaranyapura,1485.0,2.0,2.0,3.0,67.0
Margondanahalli,2400.0,2.0,1.0,2.0,82.0
Pattandur Agrahara,1025.0,2.0,1.0,2.0,44.5
Thurahalli,600.0,3.0,2.0,4.0,65.0
Hallehalli,1225.0,2.0,0.0,2.0,53.0
5th Phase JP Nagar,1256.0,2.0,1.0,2.0,62.8
Whitefield,2268.0,3.0,2.0,4.0,163.0
Kanakpura Road,1100.0,3.0,2.0,3.0,53.0
Vadarpalya,1141.0,2.0,0.0,2.0,62.0
Attibele,400.0,1.0,1.0,1.0,12.0
Chandapura,1400.0,2.0,0.0,2.0,60.0
Raghavendra Nagar,1175.0,2.0,2.0,2.0,48.27
Sahakara Nagar,1100.0,2.0,1.0,2.0,56.0
Kanakpura Road,1843.0,3.0,2.0,3.0,95.84
Horamavu Banaswadi,1460.0,2.0,1.0,2.0,80.5
Rachenahalli,1530.0,2.0,2.0,3.0,74.5
HSR Layout,1467.0,2.0,1.0,2.0,55.0
KR Layout,950.0,1.0,1.0,1.0,40.0
Vittasandra,1246.0,2.0,1.0,2.0,64.5
Kanakapura,711.0,1.0,1.0,1.0,38.0
Haralur Road,1194.0,2.0,2.0,2.0,46.0
Babusapalaya,1358.0,2.0,1.0,3.0,43.4
Hoodi,1420.0,2.0,2.0,2.0,75.0
Kathriguppe,1250.0,2.0,1.0,3.0,68.75
Akshaya Nagar,1280.0,2.0,0.0,2.0,58.0
Nagappa Reddy Layout,1209.0,2.0,1.0,2.0,50.0
Panathur,1315.0,2.0,1.0,3.0,54.8
Kariyammana Agrahara,1800.0,3.0,3.0,3.0,90.0
TC Palaya,1600.0,2.0,2.0,3.0,65.0
Suraksha Nagar,1563.0,3.0,2.0,3.0,52.0
Whitefield,1560.0,2.0,2.0,3.0,72.0
Brookefield,2169.0,4.0,0.0,3.0,115.0
Rachenahalli,1050.0,2.0,2.0,2.0,55.5
Iblur Village,3235.0,3.0,1.0,3.0,235.0
TC Palaya,1200.0,3.0,0.0,3.0,66.0
HSR Layout,1140.0,2.0,2.0,2.0,46.0
7th Phase JP Nagar,1500.0,3.0,1.0,3.0,170.0
Horamavu Agara,1560.0,3.0,2.0,3.0,75.0
JP Nagar,1100.0,2.0,2.0,2.0,70.0
Kasavanhalli,1260.0,2.0,3.0,3.0,40.32
Hebbal,1036.0,2.0,1.0,2.0,50.0
Akshaya Nagar,1662.0,3.0,3.0,3.0,85.1
Yelachenahalli,1464.0,2.0,3.0,3.0,105.0
Yelahanka,1234.0,2.0,2.0,2.0,80.0
Sarjapur  Road,1403.0,3.0,1.0,3.0,55.0
2nd Stage Nagarbhavi,3000.0,8.0,3.0,6.0,451.0
Seegehalli,1150.0,2.0,2.0,3.0,42.9
Hebbal,3900.0,4.0,2.0,4.0,410.0
Kanakapura,929.0,2.0,1.0,2.0,46.0
2nd Stage Nagarbhavi,2400.0,8.0,3.0,6.0,450.0
TC Palaya,1350.0,2.0,1.0,3.0,75.0
Vasanthapura,1135.0,2.0,1.0,2.0,39.73
Basava Nagar,1405.0,2.0,2.0,2.0,70.0
Whitefield,1200.0,2.0,1.0,2.0,45.84
Haralur Road,2805.0,4.0,3.0,4.0,154.0
Yeshwanthpur,1161.0,2.0,2.0,2.0,64.08
Kanakpura Road,1290.0,2.0,3.0,2.0,74.0
Yeshwanthpur,2557.0,3.0,2.0,3.0,141.0
2nd Block Hrbr Layout,1480.0,3.0,2.0,3.0,90.0
BTM 1st Stage,3300.0,14.0,0.0,9.0,500.0
Old Madras Road,1350.0,3.0,0.0,3.0,54.54
Kadugodi,1580.0,2.0,2.0,3.0,65.0
Banashankari,1470.0,2.0,1.0,3.0,88.64
Ananth Nagar,500.0,1.0,1.0,1.0,14.0
Sarjapur  Road,1346.0,2.0,1.0,2.0,61.92
Canara Bank Layout,1600.0,3.0,3.0,3.0,90.0
Naganathapura,720.0,2.0,1.0,2.0,120.0
Basapura,1200.0,2.0,2.0,2.0,35.0
Channasandra,1340.0,2.0,2.0,3.0,48.33
Jigani,918.0,2.0,2.0,2.0,48.0
Singena Agrahara,1500.0,3.0,2.0,3.0,115.0
