location,total_sqft,bath,balcony,bhk,price
Whitefield,1116.0,2.0,3.0,2.0,51.91
7th Phase JP Nagar,1070.0,2.0,1.0,2.0,42.79
Varthur,1385.0,2.0,3.0,2.0,80.0
Varthur,1000.0,1.0,1.0,1.0,70.0
Whitefield,1897.0,3.0,2.0,3.0,130.0
Green Glen Layout,1575.0,3.0,2.0,3.0,125.0
Subramanyapura,975.0,2.0,1.0,2.0,65.0
Hennur Road,1904.0,3.0,2.0,3.0,120.0
Kengeri Satellite Town,930.0,1.0,1.0,1.0,30.0
Kanakpura Road,525.0,1.0,1.0,1.0,26.0
Electronic City Phase II,2400.0,3.0,1.0,2.0,150.0
Sarjapur  Road,2238.0,3.0,1.0,3.0,140.0
Harlur,1174.0,2.0,1.0,2.0,69.0
Whitefield,2225.0,2.0,1.0,3.0,125.0
Jigani,918.0,2.0,2.0,2.0,52.0
Mahadevpura,1250.0,2.0,3.0,2.0,52.0
Sarjapur  Road,1800.0,3.0,0.0,3.0,110.0
Marathahalli,1170.0,2.0,3.0,2.0,53.0
Bannerghatta Road,793.0,2.0,1.0,2.0,45.0
Jakkur,1710.0,3.0,2.0,3.0,107.0
Yelahanka,1590.0,2.0,1.0,3.0,54.0
Thanisandra,1142.5,2.0,0.0,2.0,43.415
Hosa Road,1045.0,2.0,1.0,2.0,98.89
Marathahalli,1019.0,2.0,2.0,2.0,49.86
Uttarahalli,1135.0,2.0,2.0,3.0,39.73
Lakshminarayana Pura,1680.0,3.0,2.0,3.0,150.0
Hebbal,2470.0,5.0,2.0,4.0,247.0
Hosakerehalli,2480.0,3.0,1.0,3.0,330.0
Kasavanhalli,1799.0,3.0,3.0,3.0,90.0
Attibele,400.0,1.0,1.0,1.0,11.0
Kundalahalli,1047.0,2.0,1.0,2.0,82.0
Whitefield,1495.0,2.0,1.0,2.0,79.5
Kasavanhalli,3260.0,4.0,1.0,4.0,240.0
Koramangala,3500.0,5.0,2.0,4.0,425.0
Sahakara Nagar,1500.0,2.0,2.0,3.0,95.0
Yelahanka,3206.0,5.0,0.0,4.0,270.0
Uttarahalli,1540.0,3.0,0.0,3.0,50.0
Hosa Road,1639.0,3.0,1.0,3.0,80.0
Raja Rajeshwari Nagar,1303.0,2.0,2.0,2.0,55.79
Koramangala,1005.0,1.0,1.0,2.0,110.0
Chandapura,1305.0,3.0,1.0,3.0,33.28
Brookefield,1440.0,2.0,3.0,3.0,68.0
Rajaji Nagar,1725.0,3.0,3.0,3.0,200.0
Sarjapur,900.0,2.0,1.0,3.0,42.0
Varthur,1535.0,3.0,2.0,3.0,65.99
Haralur Road,1464.0,3.0,2.0,3.0,56.0
Sarjapur  Road,1115.0,2.0,2.0,2.0,50.0
Uttarahalli,1175.0,2.0,2.0,2.0,47.0
Whitefield,1113.0,2.0,1.0,2.0,62.0
Marathahalli,1325.0,2.0,2.0,2.0,71.55
Electronics City Phase 1,950.0,2.0,3.0,2.0,31.0
Jakkur,1396.0,2.0,1.0,3.0,86.51
Rachenahalli,1050.0,2.0,2.0,2.0,52.07
Thanisandra,1825.0,3.0,2.0,3.0,100.0
7th Phase JP Nagar,1190.0,2.0,1.0,2.0,49.98
Marathahalli,1220.0,2.0,1.0,2.0,56.5
Hennur Road,1891.0,3.0,1.0,3.0,109.0
Hosa Road,1161.0,2.0,1.0,2.0,55.15
Sarjapur,649.5,1.0,0.0,1.0,17.535
Yeshwanthpur,665.0,1.0,1.0,1.0,36.85
Mysore Road,1175.0,2.0,1.0,2.0,73.5
Hoodi,1425.0,2.0,2.0,2.0,80.0
Somasundara Palya,1255.0,2.0,2.0,2.0,67.0
Hegde Nagar,2112.95,4.0,2.0,3.0,145.0
Raja Rajeshwari Nagar,600.0,1.0,1.0,1.0,22.0
Haralur Road,1810.0,3.0,2.0,3.0,100.0
Indira Nagar,1200.0,2.0,2.0,2.0,93.0
Harlur,1033.0,2.0,2.0,2.0,49.0
Electronic City Phase II,1400.0,2.0,1.0,3.0,40.43
Vidyaranyapura,1485.0,2.0,2.0,3.0,67.0
5th Phase JP Nagar,1256.0,2.0,1.0,2.0,62.8
Whitefield,2268.0,3.0,2.0,4.0,163.0
Kanakpura Road,1100.0,3.0,2.0,3.0,53.0
Attibele,400.0,1.0,1.0,1.0,12.0
Chandapura,1400.0,2.0,0.0,2.0,60.0
Sahakara Nagar,1100.0,2.0,1.0,2.0,56.0
Kanakpura Road,1843.0,3.0,2.0,3.0,95.84
Rachenahalli,1530.0,2.0,2.0,3.0,74.5
HSR Layout,1467.0,2.0,1.0,2.0,55.0
Vittasandra,1246.0,2.0,1.0,2.0,64.5
Kanakapura,711.0,1.0,1.0,1.0,38.0
Haralur Road,1194.0,2.0,2.0,2.0,46.0
Hoodi,1420.0,2.0,2.0,2.0,75.0
Akshaya Nagar,1280.0,2.0,0.0,2.0,58.0
Panathur,1315.0,2.0,1.0,3.0,54.8
TC Palaya,1600.0,2.0,2.0,3.0,65.0
Whitefield,1560.0,2.0,2.0,3.0,72.0
Brookefield,2169.0,4.0,0.0,3.0,115.0
Rachenahalli,1050.0,2.0,2.0,2.0,55.5
TC Palaya,1200.0,3.0,0.0,3.0,66.0
HSR Layout,1140.0,2.0,2.0,2.0,46.0
7th Phase JP Nagar,1500.0,3.0,1.0,3.0,170.0
Horamavu Agara,1560.0,3.0,2.0,3.0,75.0
JP Nagar,1100.0,2.0,2.0,2.0,70.0
Kasavanhalli,1260.0,2.0,3.0,3.0,40.32
Hebbal,1036.0,2.0,1.0,2.0,50.0
Akshaya Nagar,1662.0,3.0,3.0,3.0,85.1
Yelahanka,1234.0,2.0,2.0,2.0,80.0
Sarjapur  Road,1403.0,3.0,1.0,3.0,55.0
Hebbal,3900.0,4.0,2.0,4.0,410.0
Kanakapura,929.0,2.0,1.0,2.0,46.0
TC Palaya,1350.0,2.0,1.0,3.0,75.0
Whitefield,1200.0,2.0,1.0,2.0,45.84
Haralur Road,2805.0,4.0,3.0,4.0,154.0
Yeshwanthpur,1161.0,2.0,2.0,2.0,64.08
Kanakpura Road,1290.0,2.0,3.0,2.0,74.0
Yeshwanthpur,2557.0,3.0,2.0,3.0,141.0
Old Madras Road,1350.0,3.0,0.0,3.0,54.54
Kadugodi,1580.0,2.0,2.0,3.0,65.0
Banashankari,1470.0,2.0,1.0,3.0,88.64
Sarjapur  Road,1346.0,2.0,1.0,2.0,61.92
Channasandra,1340.0,2.0,2.0,3.0,48.33
Jigani,918.0,2.0,2.0,2.0,48.0
Yelahanka,1315.0,2.0,2.0,2.0,85.0
Uttarahalli,1390.0,2.0,2.0,3.0,62.55
Uttarahalli,1330.0,2.0,1.0,3.0,56.0
Jalahalli,3100.0,4.0,0.0,5.0,265.0
7th Phase JP Nagar,1420.0,2.0,2.0,3.0,96.0
Hennur Road,1561.0,3.0,2.0,3.0,95.0
Haralur Road,1225.0,2.0,1.0,2.0,67.38
Thanisandra,2144.0,3.0,2.0,3.0,135.0
Electronic City,880.0,2.0,2.0,2.0,29.0
Hoodi,1639.0,3.0,2.0,3.0,110.0
Thanisandra,1240.0,2.0,1.0,3.0,62.0
Kanakpura Road,1500.0,2.0,2.0,2.0,69.0
Haralur Road,1243.0,2.0,1.0,2.0,46.0
Marathahalli,1575.0,3.0,0.0,3.0,78.0
Haralur Road,1027.0,2.0,2.0,2.0,44.0
Kanakpura Road,1665.0,3.0,2.0,3.0,86.58
Electronic City,1265.0,2.0,0.0,2.0,56.93
Electronic City,1691.0,2.0,2.0,3.0,102.0
Thanisandra,1100.0,2.0,1.0,2.0,38.0
Hosakerehalli,3205.0,5.0,1.0,4.0,380.0
Mysore Road,1070.0,2.0,1.0,2.0,45.0
Indira Nagar,1128.0,2.0,2.0,2.0,105.0
Budigere,1162.0,2.0,1.0,2.0,57.0
Mahadevpura,1192.0,2.0,2.0,2.0,75.0
Haralur Road,1920.0,3.0,1.0,3.0,115.0
Hennur,1255.0,2.0,1.0,2.0,52.32
Rajaji Nagar,1357.0,2.0,1.0,2.0,115.0
Whitefield,2400.0,4.0,3.0,4.0,200.0
Thanisandra,1093.0,2.0,2.0,2.0,70.0
Vittasandra,1246.0,2.0,1.0,2.0,64.5
Whitefield,1985.0,3.0,2.0,3.0,75.0
Hosakerehalli,1590.0,3.0,3.0,3.0,49.0
Electronic City Phase II,775.0,2.0,2.0,2.0,38.0
Hebbal Kempapura,1800.0,3.0,2.0,3.0,175.0
Bommasandra,1035.0,2.0,1.0,2.0,41.0
Whitefield,1360.0,2.0,1.0,2.0,95.0
Marathahalli,1937.0,3.0,2.0,3.0,160.0
Electronic City,1128.0,2.0,1.0,2.0,65.49
Panathur,1198.0,2.0,1.0,2.0,77.0
Marathahalli,1152.0,2.0,1.0,2.0,56.0
Frazer Town,1625.0,2.0,1.0,2.0,75.0
Kundalahalli,1397.0,3.0,3.0,3.0,105.0
Yeshwanthpur,1523.0,3.0,3.0,3.0,170.0
Yelahanka,1170.0,2.0,1.0,2.0,62.5
Kanakpura Road,1200.0,2.0,2.0,3.0,42.0
Akshaya Nagar,1897.0,3.0,2.0,3.0,120.0
Rachenahalli,996.0,2.0,1.0,2.0,67.0
Haralur Road,1875.0,3.0,2.0,3.0,110.0
Ambalipura,1390.0,2.0,1.0,3.0,175.0
Yelahanka,1450.0,3.0,0.0,3.0,65.255
Yelahanka,697.0,1.0,0.0,1.0,45.0
Sarjapur  Road,710.0,1.0,1.0,1.0,27.0
Horamavu Agara,1453.0,2.0,1.0,3.0,46.48
Sarjapur  Road,3335.0,5.0,2.0,4.0,300.0
Thanisandra,971.5,2.0,0.0,2.0,36.435
Bellandur,1281.0,2.0,1.0,2.0,74.0
Varthur,1024.0,2.0,2.0,2.0,42.0
Electronic City,1620.0,3.0,2.0,3.0,62.0
Whitefield,1254.0,2.0,2.0,2.0,40.0
Banashankari,1300.0,2.0,2.0,3.0,75.0
Hosur Road,1510.0,2.0,1.0,3.0,105.0
Uttarahalli,1008.0,2.0,3.0,2.0,45.0
Thanisandra,1265.0,2.0,1.0,3.0,79.0
Hebbal,1255.0,2.0,1.0,3.0,77.68
Kanakpura Road,2689.0,6.0,2.0,4.0,220.0
Sarjapur  Road,1403.0,3.0,3.0,3.0,51.63
Kudlu Gate,1535.0,3.0,2.0,3.0,85.0
Uttarahalli,1390.0,2.0,2.0,3.0,60.47
Raja Rajeshwari Nagar,1278.0,2.0,1.0,3.0,53.76
Sahakara Nagar,1200.0,3.0,3.0,3.0,200.0
Whitefield,1697.0,3.0,2.0,3.0,94.79
Thanisandra,1651.0,3.0,3.0,3.0,97.38
Hennur Road,1192.0,2.0,1.0,3.0,60.0
Kasavanhalli,1349.0,2.0,2.0,2.0,78.0
7th Phase JP Nagar,1680.0,3.0,2.0,3.0,120.0
Bannerghatta Road,1484.0,3.0,2.0,3.0,52.5
Yelahanka New Town,500.0,1.0,1.0,1.0,20.0
7th Phase JP Nagar,1050.0,2.0,1.0,2.0,42.0
Uttarahalli,1617.0,3.0,3.0,3.0,66.68
Electronic City,550.0,1.0,1.0,2.0,16.0
Devanahalli,1408.0,2.0,2.0,2.0,85.0
Uttarahalli,1150.0,2.0,1.0,2.0,49.0
Akshaya Nagar,1410.0,2.0,2.0,3.0,75.0
Kaggadasapura,2150.0,4.0,1.0,4.0,100.0
Koramangala,2292.0,4.0,1.0,3.0,275.0
Malleshwaram,2006.0,3.0,0.0,3.0,297.0
Ramamurthy Nagar,1040.0,2.0,2.0,2.0,50.0
TC Palaya,1240.0,2.0,1.0,2.0,60.0
Kudlu Gate,1535.0,3.0,1.0,3.0,78.0
Lakshminarayana Pura,1180.0,2.0,2.0,2.0,75.0
Bannerghatta Road,1400.0,2.0,2.0,2.0,78.0
Raja Rajeshwari Nagar,500.0,1.0,1.0,1.0,25.0
Whitefield,3000.0,5.0,3.0,4.0,250.0
Sarjapur  Road,1035.0,2.0,1.0,2.0,45.0
Whitefield,1700.0,3.0,2.0,3.0,115.0
Hosakerehalli,3024.0,5.0,1.0,4.0,248.0
Tumkur Road,1586.0,3.0,1.0,3.0,100.0
Hennur,2264.0,3.0,0.0,3.0,155.0
Yelahanka,1120.0,2.0,2.0,2.0,55.0
Yelahanka,1662.0,3.0,0.0,3.0,67.98
Sarjapur  Road,1128.0,2.0,2.0,2.0,59.0
Jigani,924.0,2.0,2.0,2.0,65.0
Whitefield,1140.0,2.0,2.0,2.0,41.0
Whitefield,1190.0,2.0,3.0,2.0,57.0
Whitefield,2842.0,3.0,2.0,3.0,162.0
Kanakpura Road,1558.67,2.0,2.0,3.0,65.0
Electronics City Phase 1,630.0,1.0,1.0,1.0,39.0
Whitefield,1403.0,2.0,2.0,3.0,60.81
Kanakpura Road,1542.0,2.0,3.0,3.0,85.0
Haralur Road,2750.0,4.0,0.0,4.0,220.0
Kengeri Satellite Town,1635.0,2.0,0.0,3.0,78.0
Mysore Road,1239.0,2.0,1.0,2.0,53.0
Haralur Road,1194.0,2.0,2.0,2.0,47.0
Channasandra,1009.0,2.0,1.0,2.0,38.34
Hosa Road,1726.0,3.0,2.0,3.0,81.99
Kudlu Gate,1535.0,3.0,2.0,3.0,86.0
Whitefield,3100.0,4.0,2.0,4.0,465.0
TC Palaya,1500.0,2.0,1.0,3.0,100.0
Old Airport Road,3356.0,4.0,0.0,4.0,251.0
Kasavanhalli,1121.0,2.0,2.0,2.0,78.0
KR Puram,1100.0,2.0,1.0,2.0,47.0
Hoodi,1606.0,3.0,3.0,3.0,89.55
Old Airport Road,1206.0,2.0,3.0,2.0,75.0
Sarjapur  Road,1495.0,2.0,0.0,3.0,64.0
Balagere,1210.0,2.0,1.0,2.0,72.0
Nagarbhavi,1523.0,2.0,2.0,3.0,53.4
Whitefield,1232.0,2.0,2.0,2.0,45.0
Rachenahalli,680.0,1.0,1.0,1.0,44.0
Hebbal,1355.0,3.0,1.0,3.0,83.87
Thanisandra,1430.0,2.0,2.0,3.0,51.46
Electronic City,1070.0,2.0,1.0,2.0,56.1
Electronic City,2000.0,4.0,0.0,4.0,120.0
Bommanahalli,1200.0,2.0,2.0,2.0,40.0
Marathahalli,1610.0,3.0,1.0,3.0,90.0
Haralur Road,1140.0,2.0,2.0,2.0,43.0
Raja Rajeshwari Nagar,1143.0,2.0,2.0,2.0,38.65
Jakkur,3467.86,6.0,3.0,4.0,249.0
Rachenahalli,1530.0,2.0,2.0,3.0,74.4
7th Phase JP Nagar,980.0,2.0,2.0,2.0,69.0
Whitefield,1485.0,3.0,2.0,3.0,65.0
Whitefield,1500.0,3.0,1.0,3.0,130.0
Whitefield,1280.0,2.0,1.0,2.0,75.0
Thanisandra,1265.0,2.0,2.0,2.0,85.0
JP Nagar,940.0,2.0,1.0,2.0,49.0
Jigani,1300.0,3.0,3.0,3.0,150.0
Kothanur,1840.0,3.0,1.0,3.0,69.0
Electronic City,890.0,2.0,2.0,2.0,45.0
Hennur Road,2060.0,3.0,1.0,3.0,149.0
Bommanahalli,1730.0,3.0,1.0,3.0,96.0
Yelahanka,2195.0,4.0,2.0,3.0,127.0
KR Puram,1200.0,2.0,0.0,2.0,71.0
Hosa Road,1079.0,2.0,1.0,2.0,32.37
Panathur,1085.0,2.0,1.0,2.0,36.0
Yelahanka,1075.0,2.0,1.0,2.0,51.5
Hoodi,1639.0,3.0,1.0,3.0,98.32
Vijayanagar,1739.0,3.0,1.0,3.0,116.0
Old Madras Road,935.0,2.0,1.0,2.0,32.72
Chikkalasandra,1375.0,2.0,1.0,3.0,50.0
Chandapura,1065.0,2.0,1.0,3.0,33.0
Koramangala,1835.0,2.0,3.0,3.0,155.0
Hoodi,2090.0,4.0,0.0,4.0,95.1
Marathahalli,1146.0,2.0,1.0,2.0,70.0
Electronics City Phase 1,785.0,1.0,1.0,1.0,55.0
Hebbal Kempapura,2900.0,4.0,0.0,3.0,300.0
Raja Rajeshwari Nagar,1610.0,3.0,2.0,3.0,74.0
Bellandur,921.0,2.0,2.0,2.0,40.0
Kengeri Satellite Town,850.0,3.0,2.0,3.0,95.0
Bannerghatta Road,2700.0,5.0,0.0,5.0,158.0
Sarjapur  Road,1700.0,3.0,3.0,3.0,110.0
Sarjapur,1020.0,2.0,2.0,2.0,35.0
Haralur Road,1027.0,2.0,2.0,2.0,44.0
Thanisandra,1185.0,2.0,2.0,2.0,42.1
Doddathoguru,850.0,2.0,1.0,2.0,25.0
Harlur,1197.0,2.0,1.0,2.0,84.0
Raja Rajeshwari Nagar,1105.0,2.0,1.0,2.0,65.0
Yeshwanthpur,1850.0,3.0,3.0,3.0,100.0
Horamavu Agara,755.0,2.0,1.0,2.0,37.49
Kanakpura Road,1300.0,2.0,3.0,3.0,69.0
Bannerghatta Road,1215.0,2.0,0.0,2.0,50.0
Kanakpura Road,900.0,2.0,1.0,2.0,46.0
Bannerghatta Road,1654.0,3.0,2.0,3.0,100.0
Devanahalli,1010.0,2.0,1.0,2.0,51.0
Anekal,620.0,2.0,1.0,2.0,22.0
Horamavu Agara,982.0,2.0,1.0,2.0,47.65
Whitefield,1330.0,2.0,1.0,2.0,71.0
JP Nagar,2500.0,3.0,2.0,3.0,135.0
Bhoganhalli,1410.0,3.0,1.0,3.0,65.0
Yelahanka New Town,440.0,1.0,1.0,1.0,16.5
Yelahanka,1614.0,3.0,2.0,3.0,95.0
KR Puram,1455.0,3.0,2.0,3.0,46.0
KR Puram,1200.0,2.0,0.0,2.0,90.0
Hebbal Kempapura,3522.0,3.0,2.0,3.0,380.0
Kodichikkanahalli,650.0,1.0,2.0,1.0,38.0
Budigere,764.0,1.0,1.0,1.0,32.0
Raja Rajeshwari Nagar,1693.0,3.0,3.0,3.0,57.39
Hoodi,1445.0,3.0,2.0,3.0,65.0
Kanakpura Road,900.0,1.0,0.0,2.0,45.0
Yelahanka,1381.0,2.0,2.0,3.0,52.48
Hoodi,1575.0,3.0,2.0,3.0,66.39
Thigalarapalya,1200.0,2.0,1.0,2.0,65.0
Begur Road,1200.0,2.0,2.0,2.0,43.2
Hebbal Kempapura,2280.0,5.0,0.0,5.0,200.0
Akshaya Nagar,1360.0,2.0,2.0,3.0,85.0
Jakkur,1865.0,3.0,1.0,3.0,124.0
Sarjapur  Road,1157.0,2.0,1.0,3.0,75.0
Whitefield,1405.0,2.0,1.0,3.0,78.0
Begur Road,1160.0,2.0,2.0,2.0,44.08
Hebbal,1790.0,3.0,2.0,3.0,127.0
Electronic City,1128.0,2.0,1.0,2.0,65.65
Panathur,1180.0,2.0,1.0,2.0,70.0
Kengeri,340.0,1.0,1.0,1.0,10.0
Rachenahalli,1050.0,2.0,2.0,2.0,53.5
Varthur,1125.0,2.0,2.0,2.0,40.0
Vittasandra,1246.0,2.0,1.0,2.0,68.0
HSR Layout,1372.0,2.0,1.0,2.0,61.0
Uttarahalli,1330.0,2.0,1.0,3.0,56.0
Channasandra,1065.0,2.0,1.0,2.0,35.0
Hebbal,687.33,2.0,0.0,2.0,42.72
Electronic City,865.0,2.0,0.0,2.0,42.0
Uttarahalli,1200.0,2.0,2.0,2.0,44.0
Yelahanka,628.0,1.0,1.0,1.0,24.0
5th Phase JP Nagar,1207.0,2.0,2.0,2.0,63.0
Kalena Agrahara,1765.0,3.0,1.0,3.0,125.0
Electronic City,1130.0,2.0,1.0,2.0,32.64
Bhoganhalli,804.1,2.0,1.0,2.0,69.09
Doddathoguru,1200.0,2.0,2.0,2.0,75.0
Kengeri,1197.0,2.0,2.0,2.0,50.0
Uttarahalli,1385.0,2.0,2.0,3.0,48.48
Whitefield,2225.0,3.0,3.0,3.0,115.0
Attibele,400.0,1.0,1.0,1.0,14.0
Whitefield,1272.0,2.0,1.0,2.0,95.05
Whitefield,1205.0,2.0,1.0,2.0,39.0
Kalena Agrahara,980.0,2.0,1.0,2.0,40.0
Whitefield,1541.0,3.0,1.0,3.0,72.0
Ramagondanahalli,1610.0,2.0,2.0,3.0,111.0
Jalahalli,1694.0,2.0,2.0,2.0,125.0
Chandapura,1500.0,2.0,1.0,2.0,60.0
Raja Rajeshwari Nagar,1258.0,2.0,1.0,2.0,63.53
Electronic City,910.0,2.0,2.0,2.0,42.0
Thigalarapalya,1297.0,2.0,2.0,2.0,112.0
Kundalahalli,1291.0,2.0,3.0,2.0,49.0
Varthur,1012.0,2.0,1.0,2.0,66.5
Mahadevpura,1260.0,2.0,3.0,2.0,57.6
Sarjapur  Road,1282.0,2.0,2.0,2.0,72.0
Kanakpura Road,1843.0,3.0,2.0,3.0,92.15
Hebbal,2790.0,5.0,3.0,4.0,198.0
Whitefield,1192.0,2.0,1.0,2.0,71.0
Thigalarapalya,1297.0,2.0,2.0,2.0,103.0
Sarjapur  Road,615.0,1.0,0.0,1.0,17.835
Vijayanagar,1490.0,3.0,2.0,3.0,100.0
7th Phase JP Nagar,1035.0,2.0,1.0,2.0,41.39
Kadugodi,3750.0,4.0,0.0,4.0,210.0
Sarjapur,1195.0,2.0,1.0,2.0,42.0
HSR Layout,1750.0,3.0,2.0,3.0,95.0
Hormavu,2100.0,3.0,2.0,3.0,73.0
Hoodi,2863.0,4.0,1.0,4.0,140.0
Raja Rajeshwari Nagar,1128.0,2.0,2.0,2.0,38.24
JP Nagar,1120.0,2.0,2.0,2.0,33.6
HSR Layout,2424.0,3.0,2.0,3.0,90.0
Kanakapura,1090.0,2.0,2.0,2.0,32.69
Yelahanka,2710.0,3.0,1.0,3.0,251.0
Uttarahalli,1330.0,2.0,2.0,3.0,46.55
Hosur Road,1427.0,2.0,1.0,3.0,80.63
Rajaji Nagar,3516.0,4.0,3.0,4.0,540.0
Kanakpura Road,900.0,2.0,1.0,2.0,46.0
Kanakpura Road,900.0,2.0,1.0,2.0,46.0
Koramangala,1290.0,2.0,3.0,2.0,100.0
Yelahanka,3770.0,6.0,3.0,6.0,110.0
Bisuvanahalli,845.0,2.0,1.0,2.0,33.0
Yelahanka,1537.0,3.0,3.0,3.0,120.0
Hoodi,1512.0,3.0,2.0,3.0,75.77
Jigani,1230.0,3.0,3.0,3.0,54.0
Whitefield,1277.0,2.0,1.0,2.0,61.3
Yelahanka,890.0,2.0,0.0,2.0,40.0
JP Nagar,2550.0,9.0,0.0,9.0,360.0
Hebbal,2483.0,5.0,2.0,4.0,215.0
Electronic City,975.0,2.0,2.0,2.0,37.5
Hosa Road,1063.0,2.0,1.0,2.0,31.89
Bommanahalli,520.0,1.0,0.0,1.0,19.5
Whitefield,1185.0,2.0,2.0,2.0,40.0
Sahakara Nagar,1219.0,2.0,2.0,2.0,48.0
Kudlu Gate,1564.0,2.0,1.0,3.0,92.0
Sarjapur  Road,3430.0,6.0,0.0,4.0,228.5
Hosa Road,1100.0,2.0,2.0,2.0,37.1
Ramamurthy Nagar,1600.0,3.0,2.0,3.0,75.0
Hennur Road,1482.0,2.0,1.0,3.0,92.0
Kengeri,1200.0,2.0,0.0,2.0,58.0
Nagarbhavi,2400.0,3.0,0.0,3.0,160.0
Marathahalli,1469.0,3.0,1.0,3.0,89.0
Kanakapura,551.0,1.0,1.0,1.0,30.0
Electronics City Phase 1,1160.0,2.0,1.0,2.0,52.0
Balagere,1205.0,2.0,1.0,2.0,78.5
Kasavanhalli,1550.0,2.0,3.0,3.0,52.0
Frazer Town,1700.0,3.0,1.0,3.0,180.0
Ramamurthy Nagar,1200.0,3.0,1.0,2.0,72.0
Electronic City Phase II,1266.0,2.0,2.0,2.0,59.0
Mysore Road,1060.0,2.0,1.0,2.0,62.0
Talaghattapura,2038.5,3.0,0.0,3.0,120.0
Attibele,500.0,1.0,1.0,1.0,17.0
Hulimavu,1080.0,2.0,2.0,2.0,43.2
Electronics City Phase 1,920.0,2.0,2.0,2.0,33.0
Harlur,1310.0,2.0,1.0,2.0,50.0
Horamavu Agara,1650.0,2.0,1.0,3.0,75.0
Raja Rajeshwari Nagar,1157.0,2.0,1.0,2.0,53.8
Basavangudi,2200.0,2.0,1.0,3.0,162.0
Rachenahalli,1530.0,2.0,2.0,3.0,74.39
Yelahanka,1815.0,3.0,2.0,3.0,82.0
Sarjapur  Road,3900.0,4.0,3.0,4.0,300.0
Electronic City Phase II,1000.0,2.0,1.0,2.0,28.88
Hennur Road,1232.0,2.0,2.0,2.0,89.0
Yelahanka,654.0,1.0,1.0,1.0,38.4
Bannerghatta Road,1181.0,2.0,0.0,2.0,55.0
Bisuvanahalli,1075.0,2.0,1.0,3.0,45.0
Whitefield,1306.0,3.0,2.0,3.0,54.65
Whitefield,1626.0,3.0,3.0,3.0,89.0
Whitefield,1585.0,3.0,2.0,3.0,88.0
7th Phase JP Nagar,1370.0,2.0,1.0,2.0,56.17
Kanakpura Road,1495.0,2.0,2.0,2.0,90.0
Old Madras Road,3715.0,6.0,0.0,4.0,224.5
Whitefield,665.0,1.0,0.0,1.0,28.585
Yelahanka,1150.0,2.0,2.0,2.0,46.0
Hebbal,1080.0,2.0,1.0,2.0,54.0
Ramagondanahalli,540.0,1.0,0.0,1.0,30.0
Sarjapur  Road,1300.0,2.0,2.0,2.0,60.0
9th Phase JP Nagar,1890.0,2.0,2.0,3.0,85.0
Panathur,1193.0,2.0,1.0,2.0,86.0
Chandapura,850.0,2.0,1.0,2.0,25.4
Marathahalli,1678.0,3.0,3.0,3.0,70.0
Electronics City Phase 1,1750.0,3.0,2.0,3.0,84.0
Whitefield,1125.0,2.0,2.0,2.0,62.0
R.T. Nagar,1200.0,2.0,1.0,2.0,120.0
Electronic City Phase II,1320.0,2.0,1.0,3.0,38.13
Kasavanhalli,1100.0,2.0,1.0,2.0,50.0
Uttarahalli,882.0,2.0,1.0,2.0,30.0
Bisuvanahalli,845.0,2.0,1.0,2.0,37.0
Thanisandra,776.5,1.0,0.0,1.0,48.145
Brookefield,1595.0,3.0,3.0,3.0,88.0
Whitefield,1280.0,2.0,0.0,2.0,85.0
Harlur,1757.0,3.0,2.0,3.0,132.0
Anekal,600.0,1.0,1.0,1.0,16.5
Sarjapur,1240.0,2.0,1.0,2.0,44.0
8th Phase JP Nagar,1062.0,2.0,1.0,2.0,42.47
JP Nagar,1078.0,2.0,2.0,2.0,45.0
Bannerghatta Road,1460.0,2.0,2.0,3.0,72.0
Whitefield,1200.0,3.0,2.0,3.0,68.5
Hosa Road,1535.04,3.0,1.0,3.0,115.0
Mysore Road,980.0,2.0,1.0,2.0,45.47
Sarjapur  Road,1000.0,2.0,2.0,2.0,40.0
Sarjapur  Road,1050.0,2.0,1.0,2.0,62.0
Hennur Road,1065.0,2.0,1.0,2.0,42.6
Tumkur Road,1098.0,2.0,1.0,2.0,72.0
5th Phase JP Nagar,1725.0,2.0,2.0,3.0,100.0
Yelahanka,1705.0,3.0,1.0,3.0,74.16
Thigalarapalya,1418.0,2.0,2.0,2.0,95.0
Ramamurthy Nagar,1500.0,3.0,1.0,3.0,160.0
Hebbal,1100.0,2.0,2.0,2.0,50.0
Hebbal,812.0,2.0,2.0,2.0,55.0
Whitefield,1420.0,2.0,2.0,2.0,136.0
Old Airport Road,2774.0,4.0,0.0,4.0,207.0
Indira Nagar,2800.0,3.0,1.0,3.0,330.0
Jigani,914.0,2.0,2.0,2.0,47.0
Hennur Road,1482.0,2.0,2.0,3.0,83.73
Kundalahalli,1724.0,3.0,2.0,3.0,127.0
TC Palaya,1200.0,2.0,0.0,2.0,65.0
Jigani,927.0,2.0,2.0,2.0,55.0
Electronic City Phase II,1220.0,3.0,1.0,3.0,35.23
Electronic City,1360.0,2.0,1.0,3.0,75.0
Brookefield,2800.0,4.0,2.0,4.0,240.0
7th Phase JP Nagar,1180.0,2.0,2.0,2.0,72.0
Whitefield,1697.0,3.0,2.0,3.0,108.0
Yelahanka New Town,550.0,2.0,1.0,2.0,26.0
Hennur,1225.0,2.0,1.0,2.0,57.0
JP Nagar,1050.0,1.0,1.0,1.0,44.0
HSR Layout,1027.0,2.0,2.0,2.0,44.0
